image_id,captions
1039360778.jpg,A woman in a blue shirt and sunglasses lies on a red blanket in a grassy field with a bike set down next to her . A woman relaxes with her bike on a red blanket in a field of green grass and trees . A lady laid her bicycle on the green lawn as she lies in a red blanket . A woman is laying on a red blanket in a park . A girl suns herself on a red blanket .
103953336.jpg,Someone is standing on a long bridge with a cloudy blue sky in the background . A solitary man stand on a bridge in the evening . One person is standing on a bridge at night . Person crossing a bridge in dim light . A man stands on a bridge at night .
1039637574.jpg,A bride in a light pink dress poses for a picture with male relatives and is being photographed by a man in a cream shirt with white pants . A man in light colored clothing photographs a group of men wearing dark suits and hats standing around a woman dressed in a strapless gown . A photographer takes a picture of a group of one girl in a pink dress and 10 boys in suits and hats . A man photographs a woman in a pink dress and a throng of men in suits . Man taking a photograph of a well dressed group of teens .
10404007.jpg,Young white boy on a grassy area with a sad expression on his face . A baby boy crying standing on a field of grass . A toddler is walking in on a grassy knoll . A blond toddler walks in a field . A child walks in a grassy field .
1040426962.jpg,A man is cooking what appears to be green beans in a grill basket on a grill with a yellow lab standing by him while someone takes a picture from above . A man and his dog are grilling green beans on a grill . A man grilling vegetables on a patio with his dog . A man and a dog grilling green beans . Guy and his dog cooking outside
104136873.jpg,Three people are on a hilltop overlooking a green valley . People sit on the mountainside and check out the view . Three people rest on a ledge above the moutains . Three people hang out on top of a big hill . Three people overlook a green valley .
104180524.jpg,A group of tourists is crossing a bridge that connects a walking path to a trail of nature . Many people cross a very tall footbridge with a tree-covered hill in the background . This shows a group of people walking over an arched red bridge . People cross a large bridge to get over the body of water . People walking over a white and red bridge over a pond .
1042020065.jpg,A young boy wearing a jersey looks down over a ledge at many boats in the water . A boy looks over a railing at the many boats and rafts below in the water . A boy in a green shirt is looking down at many inflatable boats . A young boy overlooking a crowd of inflatable boats . A boy in a green shirt watches kayakers .
1042359076.jpg,A older man holds an object and is looking at two young girls that sit across from him at a table that is outside . Two little girls and an old man have a conversation . An old man is telling two girls something . Two girls and a man were peeling corn . Two young girls listen to an elder .
1042590306.jpg,"A man is holding the hand of a woman up to his mouth in front of some buildings while another man looks on . Guy in blue shirt biting hand of girl in black striped jacket while another guy watches Asian man and blond woman holding hands outdoors , man in background watches . A man and woman pose for the camera while another man looks on . A multiracial couple posing for a picture"
104285082.jpg,A man with glasses is sitting a chair playing the oboe while a man in a purple shirt plays percussion and spectators look on . An older man with gray hair is sitting in a chair playing a large instrument made of bamboo . Gray-haired man in dress shirt plays the bassoon while reading sheet music from a stand A gray-haired man sitting in a chair playing a wind instrument among other musicians . A man playing a musical instrument .
