,pairID,Flickr30kID,hypothesis,gold_label,explanation
11342,1554713437.jpg#2r3n,1554713437.jpg,Lightning made the tree fall so that the dog could walk upon it.,neutral,"Even though something made the tree fall and allowed the the dog to walk upon it, there is no evidence that it was definitely lightning that made the tree fall. It may or may not have been lightning."
7951,411008311.jpg#4r1e,411008311.jpg,A man is jumping.,entailment,A man jumping is in the present tense
7954,411008311.jpg#0r2c,411008311.jpg,The people are all wearing casual clothes.,contradiction,casual and formal are two different kind of clothes
10154,411008311.jpg#0r3n,411008311.jpg,People who are participating in a wedding are photobombed by a man jumping.,neutral,We cannot tell if the people are in a wedding or if the man jumping has photobombed the people.
3519,3355683198.jpg#1r1e,3355683198.jpg,The boy is practicing his grinding skills.,entailment,Skateboarding on a railing is called grinding.
338,3355683198.jpg#2r1c,3355683198.jpg,a girl eats chips,contradiction,A boy is not the same as a girl.
11432,3355683198.jpg#4r1n,3355683198.jpg,The kid is about to fall.,neutral,There is nothing to indicate that this stunt will result in a fall or injury.
7796,3126753745.jpg#3r1e,3126753745.jpg,The drummer is wearing a red hat.,entailment,A man with a red hat is inferred as The drummer is wearing a red hat.
7797,3126753745.jpg#3r1c,3126753745.jpg,A man playing the drums wore a blue hat.,contradiction,There can either be a red hat or a blue hat.
14001,3126753745.jpg#3r1n,3126753745.jpg,The drummer was very good at playing the drums.,neutral,"The drummer is playing, but he can be either good or bad."
5644,2763090857.jpg#2r1e,2763090857.jpg,A human smiling,entailment,A woman is a human and she can smile.
1033,2763090857.jpg#4r1c,2763090857.jpg,A girl is playing on her phone.,contradiction,One cannot get a drink from a fountain and play on phone simultaneously.
14044,2763090857.jpg#3r1n,2763090857.jpg,A woman is repairing a machine,neutral,a woman is doing something in a machine
8503,4885036157.jpg#0r1e,4885036157.jpg,A man and a woman pose together.,entailment,A man and a woman pose together is being restated.
13289,4885036157.jpg#4r1n,4885036157.jpg,A couple are making holiday cards.,contradiction,It looks like a couple but they are getting there photo taken. There is nothing holiday theme going on in the background.
13736,4885036157.jpg#1r1n,4885036157.jpg,Couple being photographed in a tunnel with graffiti.,neutral,the place is uncertain about  tunnel or not
1400,491987177.jpg#3r1e,491987177.jpg,An older gentleman cleans the bar.,entailment,older gentlemen cleans no matter
1401,491987177.jpg#3r1c,491987177.jpg,The bartender serves a whisky sour.,contradiction,cleans and serves are different actions
9632,491987177.jpg#2r1n,491987177.jpg,The drunk man swats at an animal in his restaurant.,neutral,There is no way to tell whether or not the man who is swatting at the animal is drunk or not. Also it looks like a bar not a restaurant.
8962,2705101739.jpg#3r1e,2705101739.jpg,People are sitting around a man.,entailment,Smiling people are people and they are sitting around a man.
8960,2705101739.jpg#0r1c,2705101739.jpg,He is standing on his head.,contradiction,plays and standing are not same
12429,2705101739.jpg#1r1n,2705101739.jpg,A group of people are sitting together at church.,neutral,We cant assure that  A group of people are sitting together at church.
1907,506082695.jpg#1r1e,506082695.jpg,Two climbers are climbing outside.,entailment,Two climbers on a rock wall outdoors
1911,506082695.jpg#4r1c,506082695.jpg,There are fifteen sheep climbing,contradiction,the climbing event can be for humans and not for fifteen  sheep.
14689,506082695.jpg#0r1n,506082695.jpg,The two people are both males.,neutral,we cant assure that The two people are both males.
6367,2877088081.jpg#1r1e,2877088081.jpg,A teenager does a trick on a skateboard.,entailment,Grinding is a type of trick done on a skateboard.
6365,2877088081.jpg#1r1c,2877088081.jpg,An old woman does tricks in a wheelchair.,contradiction,A boy can't be a woman.
6366,2877088081.jpg#1r1n,2877088081.jpg,An expert skater is shows off his skills.,neutral,"Just because a teenage boy is grinding his skateboard on a steep rail does not mean he is an expert skater, nor does it mean that he shows off."
12445,3357416302.jpg#3r1n,3357416302.jpg,A snowboader went off a ramp.,entailment,a snowboarder is midair from going off a ramp
8439,3357416302.jpg#4r2c,3357416302.jpg,A person is skateboarding.,contradiction,A snowboarder cannot be skateboarding simultaneously.
10570,3357416302.jpg#4r2n,3357416302.jpg,A woman is snowboarding.,neutral,A person is snowboarding. It is unclear if the subject is a woman.
4700,151215569.jpg#4r1e,151215569.jpg,A child sits on a mans shoulders to see.,entailment,A girl is a mans shoulders
14633,151215569.jpg#3r1n,151215569.jpg,The girl is taking pictures of a tourist attraction.,contradiction,The girl is not taking pictures of a tourist attraction.
12075,151215569.jpg#2r1n,151215569.jpg,The girl is the man's granddaughter.,neutral,Cant assure the girl is the man's granddaughter.
12078,5123000955.jpg#1r3n,5123000955.jpg,Some people are jumping in the air.,entailment,yes. some people jumping
5032,5123000955.jpg#4r1c,5123000955.jpg,There are no people on the deck.,contradiction,"If there are no people on the deck, there can't be a group of people on it."
14459,5123000955.jpg#1r1n,5123000955.jpg,The children jumping are all wearing the same brand of jackets,neutral,We don't know that their jackets are all the same brand.
627,2507831979.jpg#0r1e,2507831979.jpg,There are two cups of coffee on the table.,entailment,The table with two cups of coffee is the same thing as two cups of coffee on the table.
9446,2507831979.jpg#2r1c,2507831979.jpg,The woman is silent.,contradiction,The woman must be either be chatting or silent.
12459,2507831979.jpg#0r1n,2507831979.jpg,"The woman is a secret government agent spy, waiting to meet her contact from another country.",neutral,The woman might be a normal person instead of a government agent spy waiting for her relative or friends instead of her contact.
7661,427736337.jpg#0r1e,427736337.jpg,Two people are talking inside.,entailment,"A woman and a man are people,  talk in a purple room means they are talking inside."
7662,427736337.jpg#0r1c,427736337.jpg,A man and woman are eating ice cream cones.,contradiction,Talk and eating are different.
13407,427736337.jpg#1r1e,427736337.jpg,Two coworkers collaborate.,neutral,the two coworkers aren't for sure collaborating but maybe but might be just talking. hard to say what they are doing in the office or room their in.
9350,4876504906.jpg#4r1e,4876504906.jpg,Male nun is inhaling.,entailment,Inhaling by smoking a cigarette.
6506,4876504906.jpg#2r1c,4876504906.jpg,The man is dressed as Tarzan.,contradiction,Dressed as a nun is different from Tarzan.
13153,4876504906.jpg#1r1n,4876504906.jpg,A cross dresser is protesting the Catholic Church.,neutral,"It is unclear whether this man is a cross dresser, he might be an actor or this might be a very masculine woman.  It also is not clear that he or she is protesting anything."
3872,3707283973.jpg#2r1e,3707283973.jpg,The people are in the garden.,entailment,People walking through a garden should be in the garden first.
8185,3707283973.jpg#1r1c,3707283973.jpg,Three people sit on the train heading South.,contradiction,One cannot sit and be walking at the same time. One is either in a park or on the train.
11101,3707283973.jpg#4r1e,3707283973.jpg,A trio are enjoying the outdoors.,neutral,A trio are walking outdoors but it appears they are just sightseeing.
6653,316298162.jpg#2r1e,316298162.jpg,The people are walking together.,entailment,A group of people are people and wooded park is where they are walking together
6651,316298162.jpg#3r1c,316298162.jpg,A group of businessman ate on the road,contradiction,"If businessmen ate on the road, they are sitting, not walking."
10944,316298162.jpg#1r1n,316298162.jpg,The group walked away from the path and back to their cars.,neutral,Although the group is walking away from the path they could be going anywhere instead of their cars
3165,3772446893.jpg#4r1e,3772446893.jpg,The lady is by the flowers.,entailment,ROSES ARE FLOWERS.
13625,3772446893.jpg#1r1n,3772446893.jpg,The woman is smelling the rose bush.,contradiction,The woman is not facing towards or leaning in to smell the rose bush.
3237,3772446893.jpg#3r1n,3772446893.jpg,A woman is reading on the couch.,neutral,Sitting on the couch does not imply reading.
6004,2736263351.jpg#2r1e,2736263351.jpg,A man is gardening.,entailment,Planting flowers implies gardening.
6002,2736263351.jpg#1r1c,2736263351.jpg,The man is a woman.,contradiction,the man can not be a woman
9613,2736263351.jpg#0r1n,2736263351.jpg,The man is planting flowers.,neutral,"The man is gardening, and there are flowers in the picture, however, he could be planting any variety of plant. He is not necessarily planting flowers."
916,498404951.jpg#2r1e,498404951.jpg,The dog is furry.,entailment,A furry dog means the dog is furry.
4923,498404951.jpg#0r1c,498404951.jpg,The cat is wading through the pond.,contradiction,It is either a dog or a cat wading through the pond.
918,498404951.jpg#4r1n,498404951.jpg,The dog is by the water,neutral,"You don't know what the dog by the water is doing, there is no verb"
8338,3241531692.jpg#2r1n,3241531692.jpg,The lady is a musician.,entailment,Playing an instrument means being a musician.
8339,3241531692.jpg#2r1c,3241531692.jpg,The lady is fighting.,contradiction,Playing and fighting are different.
12860,3241531692.jpg#3r1n,3241531692.jpg,A woman is holding her hand up to ask a question.,neutral,A woman in the image might be holding her hand to ask a question or just could just be waving for any other reason
3611,4655361417.jpg#2r1e,4655361417.jpg,The man in black sings into the microphone.,entailment,man in a black shirt is a man
3482,4655361417.jpg#3r1c,4655361417.jpg,A singer is wearing an orange shirt.,contradiction,The man can have either a black shirt or an orange shirt.
14491,4655361417.jpg#0r1n,4655361417.jpg,A man is singing country.,neutral,"A man is singing in this picture, but no indication what genre of music. It could be country or rock or something else."
1817,83001714.jpg#0r1e,83001714.jpg,People playing a game outside.,entailment,Children are people and the street is outside.
1850,83001714.jpg#4r1c,83001714.jpg,The kids are sleeping.,contradiction,They cannot be playing tug-of-war and sleeping simultaneously.
13392,83001714.jpg#4r1n,83001714.jpg,The kids are friends.,neutral,"Even though the kids are playing tug of war, it is unclear why and does not mean they are friends."
3762,3799708677.jpg#1r1e,3799708677.jpg,Two monks are going for a stroll.,entailment,Going for a stroll means walking along a path.
3761,3799708677.jpg#1r1c,3799708677.jpg,Two monks are praying in front of some large columns.,contradiction,The monks are either walking along or praying.
11051,3799708677.jpg#2r1n,3799708677.jpg,Two men are talking about problems.,neutral,Problems- although they are both talking they could be talking about anythingindeed there are two men
7654,1810651611.jpg#0r5e,1810651611.jpg,The little girl is wearing a dress.,entailment,girl is wearing a dress can also be said as a  girl in a pink and white flowered dress
7628,1810651611.jpg#2r2c,1810651611.jpg,The girl is washing her hands in the kitchen.,contradiction,a kitchen is not a backyard
7644,1810651611.jpg#3r1n,1810651611.jpg,A girl plays on a red swingset.,neutral,A young girl is swinging in a backyard does not imply she plays on a red swingset.
1084,4494075018.jpg#0r1e,4494075018.jpg,A man is near water.,entailment,Cruises along the water implies near water.
14706,4494075018.jpg#4r1n,4494075018.jpg,A man is trying to quit smoking and failing.,contradiction,"A man is smoking something, which he wouldn't be doing if he was trying to quit smoking."
