image,caption
1027149103.jpg, A man wearing a yellow t-shirt is shouting into a microphone while an audience is listening .
1027149103.jpg, A man in an orange shirt sings for the crowd below a sign that says Lucky 13 .
1027149103.jpg, A punk rocker screaming on stage at concert .
1027211271.jpg, A young woman with short blond-hair wearing jeans and a striped long-sleeved sweater jumping in midair on a skateboard with trees in the background .
1027211271.jpg, A young man is in midair while skateboarding at a skate park with people watching him in the background .
1027211271.jpg," This person is performing a trick in skateboarding competition , with people watching in the background ."
1027211271.jpg, A boy jumps on his skateboard while a crowd watches
1027211271.jpg, Someone skateboarding at a skate park .
1028205764.jpg, A man and a little boy in blue life jackets are rowing a yellow canoe .
1028205764.jpg, A man and a baby are in a yellow kayak on water .
1028205764.jpg, A man and child kayak through gentle waters .
1028205764.jpg, A man and young boy ride in a yellow kayak .
1028205764.jpg, Man and child in yellow kayak
102851549.jpg, A little boy looks at the camera while a woman behind him seems to be laughing very hard and the woman on the right has a big smile on her face .
102851549.jpg," Three people on a porch , of which is a little boy who is sitting up straight in his chair ."
102851549.jpg, A woman in a dark dress smiles while a woman across from her and a child sit in chairs .
102851549.jpg," Two people are sitting on a bench , and one women is standing by them ."
102851549.jpg," Two women , boy sitting on porch , the ladies laughing hard ."
102860573.jpg, A construction site on a street with three men working .
102860573.jpg, Two men wearing hard hats are in a construction area .
102860573.jpg, Two men in orange vests work in road construction .
102860573.jpg, Construction workers installing a light post .
102860573.jpg, Workers in orange vests work in a street .
10287332.jpg, Two men sitting on the roof of a house while another one stands on a ladder .
10287332.jpg, Two men on a rooftop while another man stands atop a ladder watching them
10287332.jpg," Three men , one on a ladder , work on a roof ."
10287332.jpg, People are fixing the roof of a house .
10287332.jpg, Three men are working on a roof .
1028982826.jpg," Two men , one younger guy with a yellow shirt that has luggage and the other and older guy , are sitting on a bench in front of a large building that has a billboard for glasses and sunglasses ."
1028982826.jpg," A man in a yellow shirt , with a tall gray suitcase , sitting next to another man in a white shirt and gray pants , behind them a tall billboard for sunglasses and prescription glasses ."
1028982826.jpg," Two men sitting on a bench talking , with a billboard advertisement for glasses in the background ."
1028982826.jpg, Two men sitting on a bench in front of a sign with a picture of man and a lady .
1028982826.jpg, 2 men are sitting at a bench outside the airport in front of a billboard .
1029450589.jpg, An adult wearing a gray shirt with red sleeves sleeping on a couch .
1029450589.jpg, A woman in black pants napping on the couch .
1029450589.jpg, A man sleeping in a green room on a couch .
1029450589.jpg, The young woman is sleeping in her room .
1029450589.jpg, A long-haired man sleeping on a couch
1029737941.jpg, Boy in brown shirt with headphones on sits on woman 's shoulders in a crowd .
1029737941.jpg, A kid wearing headphones sits on his mom 's shoulders while in a crowd .
1029737941.jpg, A boy with headphones on sitting on top of a woman 's shoulders .
1029737941.jpg, A child with headphones riding on his mother 's shoulders .
1029737941.jpg, A boy wearing headphones sits on a woman 's shoulders .
1029802110.jpg," During a gay pride parade in an Asian city , some people hold up rainbow flags to show support ."
1029802110.jpg, A group of youths march down the street waving flags showing the color spectrum .
1029802110.jpg, Oriental people with rainbow flags walking down a city street .
1029802110.jpg, A group of people walk down the street waving rainbow flags .
1029802110.jpg, People are outside waving flags .
102998070.jpg," A young man in a blue sweater cleaning fish while three other men watch , one a man a cigarette , or match in his month ."
102998070.jpg, Three older men stare into the pan of a street vendor who is cooking fish .
102998070.jpg, Three old men are watching another man prepare fish .
102998070.jpg, A fish sellers stock is looked upon by two old men .
102998070.jpg, Three men watch as fish is being prepared .
1030041880.jpg, Woman in a green dress with a white top and red-hair singing in a room with a blue roof while band equipment is being prepared .
1030041880.jpg, A red-haired woman in a white top and green and white skirt is singing into a microphone .
1030041880.jpg," A woman in a white tank top with a green flowing skirt , on stage singing a song ."
1030041880.jpg, A woman in a green skirt and white tank top singing into a microphone .
1030041880.jpg, A girl in a green skirt is singing Karaoke .
103031977.jpg, Four college-aged individuals - two males and two females - sitting on the concrete steps outside of a brick building
103031977.jpg, Two guys and two girls sitting on the stairs outside of a building .
103031977.jpg, Four people sit on the steps of the entrance to a building .
103031977.jpg, two men and two women sitting on steps outdoors .
103031977.jpg, Multiple students sitting on stairs at a school .
1030985833.jpg, The Chocolate Lab jumps too late to get the toy as the Black Lab captures it in the driveway .
1030985833.jpg, A brown and black lab are outside and the black lab is catching a toy in its mouth .
1030985833.jpg, A black dog and a brown dog play with a red toy on a courtyard .
1030985833.jpg, A black dog and a brown dog are jumping up to catch a red toy .
1030985833.jpg, Black dog snaps at red and black object as brown dog lunges .
103106960.jpg, A young male kneeling in front of a hockey goal with a hockey stick in his right hand .
103106960.jpg, A child in a red jacket playing street hockey guarding a goal .
103106960.jpg," Hockey goalie boy in red jacket crouches by goal , with stick ."
103106960.jpg, A boy with a stick kneeling in front of a goalie net
103106960.jpg, A young kid playing the goalie in a hockey rink .
103195344.jpg, The man with the backpack is sitting in a buildings courtyard in front of an art sculpture reading .
103195344.jpg, A man in black is sitting next to a modern art structure in front of a glass building .
103195344.jpg, A man sits and reads a newspaper by a sculpture outside of an office building .
103195344.jpg, A man sitting in front of a metal sculpture in front of a building .
103195344.jpg, a man sits near a large statue .
1031973097.jpg, A toddler in a blue shirt with red shorts and hat looks out from behind a fenced in area of a brick patio .
1031973097.jpg, A young child wearing a blue shirt and red hat grabs onto black bars in front of him .
1031973097.jpg," The little boy looks like he is saying , let me out of jail ."
1031973097.jpg, Toddler boy in a red hat holding on to some railings .
1031973097.jpg, Little boy wanting to play outside of fence .
103205630.jpg," Two men , standing on an ice , looking into something covered with a blue tarp ."
103205630.jpg, Two men are about to enter an ice fishing tent on a snow covered lake .
103205630.jpg, Two people standing outside a blue tent structure on a snowy surface .
103205630.jpg, two men setting up a blue ice fishing hut on an iced over lake
103205630.jpg, A tent is being set up on the ice .
1032122270.jpg, Three dogs are standing in the grass and a person is sitting next to them
1032122270.jpg, Three dogs stand in a grassy field while a person kneels nearby .
1032122270.jpg, Three dogs are playing on grassy hill with a blue sky .
1032122270.jpg, A woman crouches near three dogs in a field .
1032122270.jpg, Three dogs on a grassy hill
1032460886.jpg, There is a skyscraper in the distance with a man walking in front of the camera .
1032460886.jpg, Behind the man in a red shirt stands a large skyscraper .
1032460886.jpg, A man stands in front of a very tall building .
